URL,URL_length,privacy_policy,contact_information,feedback_score,load_time,broken_links,new_tech,time_elapsed,content_similarity,update_size,update_frequency,number_of_changes,certificate_authority,SSL_encrption_strength,self_signed_certificate,digital_signature_validity,san_matches_domain,trusted_seal,certification_bey_validity,certification_not_expired,certification_revocation_status,label
http://bdnews24.com,19,1,1,8,1.2,4,1,97,0.89,no,2,46,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://eevee.tv,16,0,0,4,1.6,0,0,230,0.44,yes,1,13,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://appleid.apple.com-sa.pm,31,0,0,1,0,0,0,12,0.28,yes,3,71,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://grandcup.xyz,20,0,0,0,1.1,0,0,4,0.5,yes,1,179,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://villa-azzurro.com,25,0,0,1,2,2,0,79,0.28,yes,2,88,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://mygpstrip.net,21,0,0,2,1.4,0,0,6,0.52,yes,1,57,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://sites.google.com,24,0,0,0,0.39,6,0,5,0.5,yes,3,32,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://milpitaslions.com,25,0,0,1,0,8,0,2,0.35,yes,4,88,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://pastimenangqq101.com,28,0,0,3,1.1,0,0,94,0.51,yes,3,94,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://firebasestorage.googleapis.com,37,1,0,5,2.45,0,0,1,0.44,yes,3,89,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://cheaproomsvalencia.com,30,0,0,5,1.4,2,0,32,0.42,yes,2,198,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://aprenderparaser.com.br,30,0,0,1,1.17,5,0,0,0.91,yes,4,345,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://kinemind.com,20,0,0,3,0,0,0,914,0.5,yes,3,105,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://han.gl,14,0,0,1,0,0,0,4,0.7,yes,3,198,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://u.to,12,0,0,1,1.6,6,0,1,0.51,yes,7,88,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://faktor.rs,17,0,0,3,0.39,0,0,32,0.32,yes,2,89,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://centromusicalpaternense.es,34,0,0,2,2.45,0,0,2,0.44,yes,1,44,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://verificare.sella.corporateportal.aggiorniituoidati.com,53,0,0,4,1.4,0,0,0,0.28,yes,3,624,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://appleid.apple.com-sa.pm,29,0,0,1,2,9,0,0,0.35,yes,1,105,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://biced.iainbukittinggi.ac.id,29,0,0,3,1.17,0,0,230,0.5,yes,4,99,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://paxful-service.com,25,0,0,0,1.4,0,0,6,0.42,yes,3,13,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://sportbeclick.com,24,0,0,5,2,2,0,79,0.79,yes,5,32,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://yamionmsuz.com,26,0,0,8,1,0,0,3,0.51,yes,7,63,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://dailyexclusiveoffer.com,28,0,0,3,2.99,0,0,254,0.25,yes,3,71,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://app-sicredi-br.wpdevcloud.com,31,0,0,1,3,0,0,12,0.12,yes,1,254,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://maticcoupon.com,27,0,0,6,1,8,0,0,0.32,yes,5,756,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://ig-fosa.ch,19,0,0,2,1.4,0,0,5,0.51,yes,1,94,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://enigreen.net,18,0,0,3,0.39,5,0,94,0.28,yes,1,345,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://bancoestado700.blogspot.com,31,0,0,0,1.6,0,0,1,0.91,yes,3,88,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://webapp186332.ip-172-104-4-187.cloudezapp.io,40,0,0,6,1.1,7,0,16,0.12,yes,4,132,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://digibarre.pt,20,0,0,4,3,9,0,0,0.79,yes,1,63,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://bitscases.gq,20,0,0,0,1.4,0,0,0,0.7,yes,6,136,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://icloud.com.apple-findmyiphone.world,34,0,0,1,2,8,0,46,0.91,yes,3,756,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://ovastor.egnyte.com,32,0,0,2,5,6,0,0,0.5,yes,1,94,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://payuupal.ddns.net,31,0,0,1,1.17,0,0,12,0.12,yes,5,105,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://email302.com,19,0,0,6,3.7,0,0,79,0.52,yes,1,179,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://playarprint.com,24,0,0,2,1.4,7,0,1,0.51,yes,1,89,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://deref-gmx.net,22,0,0,4,1,2,0,5,0.35,yes,2,57,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://mobileacesso24horas.com,30,0,0,1,2.45,0,0,2,0.32,yes,1,198,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://wwedvm.appspot.com,29,1,0,2,1,9,0,1,0.44,yes,4,13,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://flightstoeurope.us,28,0,0,5,1.4,0,0,4,0.12,yes,3,44,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://theaquaticmall.com,30,0,0,5,2,1,0,230,0.91,yes,5,345,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://ltaucard.com,20,0,0,1,1.4,4,0,32,0.51,yes,1,178,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://bitnskins.com,24,0,0,2,1,1,0,5,0.25,yes,1,71,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://kersgam.com,17,0,0,2,1.6,8,0,0,0.52,yes,4,254,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://dropbox.com,18,0,0,2,2.99,2,0,1,0.32,yes,1,88,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://marreme.com,19,0,0,2,1.1,5,0,6,0.91,yes,2,136,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://docs.google.com,21,0,0,5,0.39,3,0,3,0.5,yes,3,79,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://lakeviewinnvermont.com,30,0,0,4,1.17,7,0,1,0.42,yes,1,99,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://coupedeparis.f3m.free.fr,30,0,0,3,2,1,0,16,0.28,yes,2,105,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://zcvalkenburg.nl,29,0,0,1,4,3,0,1,0.34,yes,1,254,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://mashable.com,19,1,1,6,4.4,7,1,254,0.7,no,1,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://nhs.uk,16,1,1,4,1.4,2,1,2,0.12,no,3,624,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://popupads.ir,18,1,1,1,1,6,1,4,0.52,no,5,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://udn.com,16,1,1,4,0,7,1,5,0.7,no,8,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://distractify.com,19,1,1,10,1.6,5,1,2,0.44,no,6,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://mic.com,15,1,1,3,2,9,1,94,0.28,no,4,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://allegro.pl,17,1,1,1,1.4,2,1,12,0.7,no,7,345,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://babal.net,18,1,1,4,4.2,8,1,914,0.7,no,3,254,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://perezhilton.com,19,1,1,1,2.45,1,1,79,0.51,no,1,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://kenh14.vn,16,1,1,2,2,3,1,2,0.52,no,4,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://orcache.net,20,1,1,2,4.4,8,1,46,0.5,no,5,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://otomoto.pl,20,1,1,4,1.1,6,1,32,0.7,no,3,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://web.de,15,1,1,3,1,2,1,4,0.32,no,1,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://bestblackhatforum.com,25,1,1,1,1.17,1,1,6,0.35,no,9,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://ringring.vn,21,1,1,1,5,5,1,2,0.25,no,3,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://tobogo.net,22,1,1,2,1.4,3,1,2,0.79,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://kenh14.vn,17,1,1,2,2.99,8,1,2,0.7,no,5,179,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://telegraf.com.ua,26,1,1,3,5,2,1,0,0,no,1,105,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://digg.com,19,1,1,2,2,1,1,5,0.76,no,1,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://hubpages.com,21,1,1,2,1.4,0,1,3,0.7,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://himado.in,21,1,1,0,0.39,3,1,61,0.25,no,1,624,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://putlocker.is,18,1,1,1,3.7,6,1,5,0.28,no,4,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://superuser.com,20,1,1,3,1,1,1,2,0.12,no,6,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://privatbank.ua,21,1,1,4,3.7,0,1,2,0.44,no,3,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://techcrunch.com,30,1,1,3,1.1,9,1,2,0.76,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://dantri.com.vn,26,1,1,3,1.4,1,1,16,0.28,no,2,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://censor.net.ua,29,1,1,3,2.45,1,1,32,0.52,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://caixa.gov.br,24,1,1,4,1.17,7,1,12,0.12,no,5,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://jalopnik.com,27,1,1,1,1.4,5,1,254,0.51,no,1,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://maybank2u.com.my,31,1,1,4,5,4,1,16,0.42,no,4,254,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://tinnhanh360.net,30,1,1,1,4.2,0,1,79,0.12,no,2,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://aljazeera.net,28,1,1,6,1,1,1,94,0.5,no,8,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://fazenda.gov.br,30,1,1,5,4.4,6,1,61,0.76,no,3,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://kotaku.com,28,1,1,2,0,8,1,2,0.52,no,5,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://auto.ru,13,1,1,4,2,1,1,6,0.35,no,1,345,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://ap.org,12,1,1,4,3,2,1,4,0.79,no,4,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://emgn.com,14,1,1,2,4,1,1,230,0.32,no,3,756,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://teespring.com,17,1,1,2,1.1,9,1,61,0.44,no,6,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://grantland.com,18,1,1,2,4.2,2,1,32,0.79,no,8,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://torcache.net,19,1,1,2,3.7,5,1,46,0.51,no,2,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://nypost.com,20,1,1,4,1.17,2,1,1,0.5,no,1,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://esporte.uol.com.br,25,1,1,8,4.2,1,1,6,0.44,no,4,132,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://auto.ru,15,1,1,4,2.45,6,1,2,0.25,no,5,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://buzzfil.net,17,1,1,3,1,1,1,12,0.52,no,5,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://9gag.tv,18,1,1,3,2.99,1,1,79,0.76,no,3,105,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
